Class%,Class_label,Encapsulation%,Encapsulation_label,Inheritance%,Inheritance_label,Polymorphism%,Polymorphism_label,Constructor%,Constructor_label,Interface%,Interface_label
25.13,Beginner,34.18,Intermediate,62.32,Advanced,51.04,Intermediate,58.68,Intermediate,76.59,Advanced
19.32,Beginner,27.23,Beginner,88.4,Advanced,81.54,Advanced,74.95,Advanced,20.2,Beginner
25.28,Beginner,71,Advanced,59.08,Intermediate,28.71,Beginner,93.96,Advanced,32.49,Intermediate
64.7,Advanced,37.27,Intermediate,48.92,Intermediate,51.15,Intermediate,51.31,Intermediate,57.2,Beginner
31.48,Intermediate,25.35,Beginner,80.65,Intermediate,39.96,Intermediate,2.03,Beginner,26.58,Beginner
19.84,Beginner,87.03,Advanced,61.18,Advanced,69.79,Advanced,72.98,Advanced,52.88,Intermediate
17.2,Beginner,18.86,Beginner,91.05,Intermediate,59.23,Intermediate,98.07,Advanced,3.68,Beginner
29.04,Beginner,15.14,Beginner,10.68,Beginner,84.21,Advanced,90.49,Advanced,45.79,Intermediate
14.36,Beginner,88.96,Advanced,60.21,Advanced,10.74,Beginner,70.17,Advanced,28.79,Beginner
51.6,Intermediate,21.3,Beginner,97.04,Advanced,71.61,Intermediate,4.83,Beginner,59.97,Intermediate
68.42,Advanced,68.04,Advanced,27.22,Beginner,90.84,Advanced,94.58,Advanced,90.42,Advanced
6.57,Beginner,1.06,Intermediate,10.54,Beginner,24.37,Beginner,6.81,Beginner,3.11,Beginner
95.51,Advanced,39.21,Intermediate,49.42,Intermediate,21.18,Beginner,54.61,Beginner,18.38,Beginner
85.12,Advanced,15.29,Beginner,57.4,Intermediate,59.57,Intermediate,100,Advanced,50.79,Intermediate
38.79,Intermediate,48.19,Intermediate,5.75,Beginner,23.82,Beginner,29.09,Beginner,32.48,Intermediate
69.5,Advanced,82.35,Intermediate,57.65,Intermediate,33.36,Intermediate,5.08,Intermediate,47.59,Intermediate
85.98,Advanced,21.87,Beginner,48.71,Intermediate,14.2,Beginner,58.33,Intermediate,64.32,Advanced
29.76,Beginner,21.51,Beginner,19.05,Beginner,28.95,Beginner,96.06,Advanced,4.41,Beginner
29.06,Beginner,30.31,Intermediate,37.89,Intermediate,65.95,Advanced,7.84,Beginner,35.96,Intermediate
15.41,Intermediate,23.07,Advanced,86.57,Advanced,75.67,Advanced,55.56,Intermediate,68.95,Advanced
5.09,Beginner,84,Advanced,11.1,Beginner,52.2,Advanced,6.69,Beginner,100,Advanced
55.88,Intermediate,85.53,Advanced,63.83,Advanced,78.28,Advanced,59.78,Intermediate,19.85,Beginner
20.56,Beginner,5.24,Beginner,60.01,Advanced,18.56,Beginner,25.06,Beginner,20.09,Beginner
13.54,Beginner,81.51,Advanced,30.45,Intermediate,9.14,Beginner,14.06,Beginner,35.53,Intermediate
2.18,Beginner,28.6,Beginner,27.74,Beginner,28.55,Beginner,31.79,Intermediate,57.85,Intermediate
94.09,Advanced,15.41,Beginner,60.78,Advanced,51.17,Intermediate,64.95,Advanced,81.41,Advanced
58.11,Intermediate,96.08,Advanced,91.36,Advanced,63.6,Advanced,12.55,Beginner,80.15,Advanced
42.75,Intermediate,56.86,Intermediate,47.23,Intermediate,27.8,Beginner,8.78,Beginner,100,Advanced
25.9,Advanced,29.66,Beginner,4.83,Beginner,54.45,Advanced,77.56,Advanced,44.89,Intermediate
64.1,Advanced,21.38,Beginner,38.15,Intermediate,75.76,Beginner,58.5,Intermediate,21.07,Beginner
11.06,Beginner,39.38,Intermediate,45.73,Intermediate,90.17,Advanced,29.17,Beginner,45.89,Intermediate
51.64,Intermediate,81.89,Advanced,34.31,Intermediate,24.26,Beginner,14.23,Advanced,19.5,Advanced
13.59,Beginner,86.35,Advanced,17.72,Beginner,93.83,Advanced,70.51,Advanced,60.38,Advanced
36.07,Intermediate,19.09,Beginner,87.97,Advanced,7.52,Beginner,56.04,Intermediate,15.98,Beginner
33.07,Intermediate,45.31,Intermediate,33.94,Intermediate,69.2,Advanced,52.86,Intermediate,75.37,Advanced
97.84,Intermediate,61.63,Advanced,25,Beginner,25.88,Beginner,27,Beginner,65.34,Advanced
15.39,Beginner,67.63,Advanced,53.64,Intermediate,96.84,Advanced,47.78,Intermediate,18.74,Beginner
27.63,Beginner,15.83,Beginner,23.68,Beginner,23.46,Beginner,48.11,Intermediate,50.07,Intermediate
27.12,Beginner,16.41,Beginner,75.69,Advanced,43.52,Intermediate,28.11,Intermediate,34.17,Intermediate
19.36,Beginner,36.59,Intermediate,42.27,Intermediate,74.96,Advanced,65.31,Advanced,72.33,Advanced
0.61,Beginner,33.39,Intermediate,50.5,Intermediate,56.53,Intermediate,34.51,Intermediate,40.87,Intermediate
77.1,Advanced,22.51,Beginner,6.81,Beginner,41.66,Intermediate,9.96,Beginner,71.02,Advanced
98.41,Advanced,47.49,Intermediate,68.03,Advanced,37.24,Intermediate,97.5,Advanced,40.71,Advanced
67.7,Advanced,19.52,Beginner,96.13,Advanced,99.5,Advanced,21.74,Beginner,30.78,Intermediate
70.72,Advanced,95.92,Advanced,82.67,Advanced,73.86,Advanced,23.79,Beginner,62.94,Advanced
60.16,Advanced,72.09,Advanced,82.14,Advanced,34.48,Intermediate,72.88,Advanced,100,Advanced
50.97,Advanced,53.39,Intermediate,74.74,Advanced,42.54,Advanced,65.66,Beginner,35.1,Intermediate
43.11,Intermediate,69.1,Advanced,63.26,Advanced,30.06,Intermediate,11.84,Beginner,36.67,Intermediate
58.24,Intermediate,62.92,Advanced,41.97,Intermediate,72.21,Advanced,49.96,Intermediate,55.06,Intermediate
52.56,Intermediate,38.64,Intermediate,50.27,Intermediate,55.66,Intermediate,0,Beginner,25.1,Beginner
21.2,Beginner,69.71,Advanced,77.12,Advanced,55.21,Beginner,50.98,Intermediate,28.36,Beginner
15.11,Beginner,36.37,Intermediate,30.61,Intermediate,10.13,Advanced,98.49,Advanced,27.5,Beginner
9.34,Beginner,18,Beginner,21.58,Beginner,23.06,Beginner,60.72,Advanced,38.97,Intermediate
35.25,Intermediate,48.93,Intermediate,80.33,Advanced,84.37,Advanced,99.59,Advanced,68.87,Intermediate
25.98,Beginner,20.63,Beginner,9.31,Beginner,32.48,Intermediate,22.73,Beginner,22.34,Beginner
79.9,Advanced,62.17,Advanced,33.69,Intermediate,32.57,Intermediate,24.73,Beginner,65,Advanced
30.9,Intermediate,10.03,Beginner,37.5,Intermediate,61.07,Advanced,13.64,Beginner,26.42,Beginner
31.87,Intermediate,97.83,Advanced,99.39,Advanced,50.69,Intermediate,19.16,Beginner,45.31,Intermediate
9.43,Beginner,82.39,Advanced,41.98,Intermediate,75.25,Advanced,35.5,Intermediate,26.97,Beginner
66.92,Advanced,12.88,Beginner,39.34,Intermediate,3.38,Beginner,26.29,Beginner,57.98,Intermediate
1.62,Beginner,83.68,Advanced,0.76,Beginner,81.6,Advanced,94.11,Advanced,66.65,Advanced
56.51,Intermediate,89.07,Advanced,65.75,Advanced,6.86,Beginner,6.69,Beginner,43.63,Intermediate
100,Advanced,50.24,Intermediate,90.27,Advanced,40.13,Intermediate,94.82,Advanced,85.41,Advanced
39.09,Intermediate,68.65,Advanced,32.18,Intermediate,74.91,Advanced,23.77,Beginner,32.42,Intermediate
30.2,Intermediate,36.53,Intermediate,37.68,Intermediate,100,Advanced,64.27,Advanced,12.78,Beginner
10.45,Beginner,49.36,Intermediate,6.17,Beginner,12.87,Beginner,25.73,Beginner,43.67,Intermediate
30.11,Intermediate,51.58,Intermediate,7.8,Beginner,17.06,Beginner,45.86,Intermediate,58.25,Intermediate
38.69,Intermediate,100,Advanced,57.23,Intermediate,68.15,Advanced,4.15,Intermediate,95.7,Advanced
43.76,Intermediate,42.86,Intermediate,56.61,Intermediate,28.53,Beginner,65.58,Advanced,26.84,Beginner
26.67,Beginner,87.84,Beginner,42.21,Intermediate,50.09,Intermediate,21.7,Beginner,45.6,Intermediate
40.43,Intermediate,14.34,Beginner,27.39,Beginner,53.96,Intermediate,29.4,Beginner,66.85,Advanced
12.88,Beginner,14.63,Beginner,7.46,Beginner,10.06,Beginner,100,Advanced,65.13,Advanced
29.81,Beginner,27.47,Beginner,61.14,Advanced,37.43,Intermediate,38.87,Intermediate,9.52,Beginner
63.02,Advanced,66.78,Advanced,28.32,Beginner,25.1,Beginner,69.52,Advanced,90.6,Advanced
89.13,Advanced,79.14,Advanced,46.44,Intermediate,94.01,Advanced,58.75,Intermediate,53.03,Beginner
32.9,Intermediate,12.63,Beginner,26.77,Beginner,54.73,Intermediate,81.7,Advanced,72.98,Advanced
54.6,Intermediate,26.1,Beginner,29.51,Beginner,49.27,Intermediate,48.05,Intermediate,53.3,Intermediate
53.47,Intermediate,10.02,Advanced,74.36,Advanced,41.92,Intermediate,47.89,Intermediate,65.96,Advanced
30.46,Intermediate,59.76,Intermediate,66.37,Advanced,43.61,Intermediate,41.91,Intermediate,92.88,Advanced
64.88,Advanced,59.43,Intermediate,19.9,Beginner,100,Advanced,31.11,Intermediate,90.31,Advanced
85.18,Advanced,95.25,Advanced,18.74,Beginner,13.7,Beginner,65.48,Advanced,69.76,Advanced
91.38,Advanced,31.94,Intermediate,33.07,Intermediate,0,Beginner,35.61,Intermediate,26.68,Beginner
50.9,Intermediate,10.22,Beginner,50.61,Intermediate,51.79,Intermediate,54.28,Intermediate,49.36,Beginner
27,Beginner,25.81,Beginner,54.57,Intermediate,96.23,Advanced,54.2,Intermediate,100,Advanced
60.62,Advanced,39.35,Intermediate,33.69,Intermediate,21.82,Beginner,22.83,Beginner,81.79,Advanced
51.93,Intermediate,84.31,Advanced,58.67,Intermediate,89.87,Advanced,58.91,Intermediate,49.7,Intermediate
9.08,Beginner,100,Advanced,54.1,Intermediate,55.68,Intermediate,22.32,Beginner,21.58,Beginner
57.47,Intermediate,8.18,Beginner,20.82,Beginner,26.09,Beginner,50.26,Intermediate,27.65,Beginner
17.87,Beginner,59.79,Intermediate,5.54,Beginner,52.11,Intermediate,29.63,Beginner,31.69,Intermediate
30.89,Intermediate,26.16,Beginner,69.7,Advanced,52.62,Intermediate,30.43,Intermediate,28.34,Beginner
8.06,Beginner,78.57,Advanced,32.37,Intermediate,15.1,Beginner,97.21,Advanced,39.34,Intermediate
96.56,Advanced,85.7,Advanced,21.08,Beginner,28.07,Beginner,10.21,Beginner,62.62,Advanced
11.86,Beginner,51.48,Intermediate,2.59,Beginner,7.58,Beginner,41.63,Advanced,89.61,Advanced
49.28,Intermediate,19.5,Beginner,83.66,Advanced,41.51,Intermediate,16.91,Beginner,27.33,Beginner
58.73,Intermediate,63.41,Advanced,58.34,Intermediate,39.72,Intermediate,76.91,Advanced,89.21,Advanced
25.52,Beginner,94.25,Advanced,54.88,Intermediate,89.53,Advanced,91.63,Advanced,43.95,Intermediate
26.75,Beginner,72.67,Advanced,93.49,Advanced,21.28,Beginner,26.86,Advanced,59.45,Intermediate
17.18,Beginner,33.74,Beginner,5.03,Beginner,81.86,Advanced,26.8,Beginner,63.09,Advanced
56.52,Intermediate,82.35,Advanced,75.75,Advanced,100,Advanced,64.16,Advanced,46.47,Intermediate
21.33,Beginner,32.37,Intermediate,17.81,Beginner,32.92,Intermediate,48.47,Intermediate,77.22,Advanced
20.98,Beginner,57.95,Intermediate,28.78,Intermediate,73.35,Advanced,50.08,Intermediate,19,Beginner
23.37,Beginner,32.66,Intermediate,23.82,Beginner,84.48,Intermediate,71.75,Advanced,18.84,Beginner
10.61,Beginner,99.92,Intermediate,56.68,Intermediate,33.82,Intermediate,29.28,Beginner,80.47,Advanced
26.39,Beginner,79.05,Advanced,50.21,Intermediate,73.41,Advanced,12.76,Beginner,74.35,Advanced
59.42,Intermediate,41.37,Intermediate,43.44,Beginner,86.82,Advanced,43.52,Intermediate,85.38,Advanced
58.3,Intermediate,26.42,Advanced,69.89,Advanced,47.36,Intermediate,26.86,Beginner,78.31,Advanced
44.74,Intermediate,83.23,Advanced,62.76,Advanced,78.8,Advanced,32.89,Intermediate,94.65,Advanced
26.16,Beginner,23.49,Beginner,6.97,Beginner,8.5,Beginner,97.99,Advanced,91.3,Advanced
41.86,Intermediate,13.79,Beginner,49.68,Intermediate,55.07,Intermediate,29.11,Beginner,28.08,Beginner
75.23,Advanced,91.13,Advanced,49.87,Intermediate,6.79,Beginner,35.83,Intermediate,11.85,Beginner
28.74,Beginner,46.95,Intermediate,55.11,Intermediate,2.58,Beginner,69.31,Advanced,82.85,Advanced
44.73,Intermediate,29.34,Beginner,27.35,Beginner,62.56,Advanced,77.3,Advanced,91.52,Advanced
59.19,Intermediate,21.45,Beginner,45.29,Intermediate,0,Beginner,21.33,Beginner,23.63,Beginner
23.85,Beginner,64.42,Advanced,44.21,Advanced,75.4,Advanced,13.3,Advanced,36.71,Advanced
43.68,Intermediate,7.46,Beginner,13.36,Beginner,6.79,Beginner,92.55,Advanced,7.12,Intermediate
39.36,Intermediate,10.48,Beginner,95.71,Advanced,31.11,Intermediate,53.4,Intermediate,10.06,Beginner
71.47,Intermediate,18.58,Beginner,22.77,Beginner,31.57,Intermediate,64.75,Advanced,33.15,Intermediate
65.13,Advanced,29.11,Beginner,76.84,Advanced,6.23,Beginner,75.87,Beginner,70.03,Advanced
51.49,Intermediate,29.43,Beginner,16.54,Beginner,78.22,Advanced,29.58,Beginner,35.21,Intermediate
60.04,Advanced,49.69,Intermediate,87.75,Advanced,40.34,Intermediate,35.95,Intermediate,25.69,Beginner
13.62,Beginner,66.53,Advanced,28.48,Beginner,100,Advanced,49.06,Intermediate,100,Advanced
41.67,Intermediate,19.99,Beginner,99.41,Advanced,69.21,Advanced,4.21,Beginner,75.03,Advanced
10.2,Beginner,27.77,Beginner,8.88,Beginner,30.74,Intermediate,27.88,Beginner,3.83,Beginner
10.5,Beginner,66.23,Advanced,59.63,Intermediate,47.97,Intermediate,30.92,Intermediate,29.93,Beginner
21.71,Beginner,18.7,Beginner,88.68,Advanced,71.6,Advanced,19.1,Beginner,34.42,Intermediate
77.46,Advanced,38,Intermediate,19.23,Beginner,15.12,Beginner,25.54,Beginner,61.62,Advanced
67.46,Advanced,50.36,Intermediate,86.38,Advanced,15.66,Beginner,59.61,Intermediate,97.37,Advanced
73.13,Advanced,33.01,Intermediate,67.89,Advanced,97.18,Advanced,23.43,Beginner,16.43,Beginner
81.66,Advanced,22.37,Beginner,57.21,Advanced,31.78,Advanced,43.69,Intermediate,57.82,Intermediate
84.66,Advanced,4.67,Beginner,28.45,Beginner,65.12,Advanced,76.45,Advanced,27.28,Beginner
28.65,Advanced,9.36,Beginner,12.33,Beginner,20.16,Beginner,19.04,Beginner,70.32,Advanced
20.26,Beginner,29.27,Beginner,62.04,Advanced,68.82,Advanced,21.8,Beginner,39.02,Intermediate
19.71,Beginner,47.54,Intermediate,61.53,Advanced,33.48,Intermediate,44.66,Intermediate,76.45,Advanced
22.05,Beginner,87.74,Advanced,18.99,Beginner,100,Advanced,50.75,Intermediate,100,Advanced
25.58,Beginner,33.33,Intermediate,44.34,Intermediate,64.2,Advanced,21.65,Beginner,71.16,Advanced
53.73,Intermediate,64.41,Advanced,41.74,Intermediate,90.13,Advanced,39.83,Intermediate,13.2,Beginner
24.04,Beginner,67.41,Advanced,95.34,Advanced,96.99,Advanced,63.68,Advanced,17.92,Beginner
39.51,Intermediate,58.11,Intermediate,53.58,Intermediate,2.17,Beginner,48.97,Intermediate,82.06,Beginner
72.59,Advanced,82.67,Advanced,19.37,Beginner,30.67,Intermediate,31.91,Intermediate,96.43,Advanced
70.48,Advanced,42.24,Intermediate,1.87,Intermediate,26.6,Beginner,95.2,Advanced,54.36,Intermediate
60.35,Advanced,61.68,Advanced,25.76,Beginner,96.63,Advanced,60.21,Advanced,65.06,Advanced
60.58,Advanced,100,Advanced,59.52,Intermediate,15.61,Beginner,53.15,Intermediate,84.39,Advanced
29.85,Beginner,27.51,Beginner,87.81,Advanced,100,Advanced,58.48,Intermediate,55.08,Intermediate
71.82,Advanced,29.94,Beginner,6.91,Beginner,22.46,Beginner,76.81,Advanced,41.75,Intermediate
10.02,Intermediate,66.45,Advanced,62.88,Advanced,23.83,Beginner,98.84,Advanced,25.58,Beginner
61.56,Advanced,49.8,Intermediate,31.25,Intermediate,47.63,Intermediate,18.46,Beginner,35.24,Intermediate
62.21,Advanced,77.25,Advanced,89.54,Advanced,98.6,Advanced,68.72,Advanced,33.78,Intermediate
64.19,Advanced,4.22,Intermediate,72.49,Advanced,12.7,Advanced,33.61,Intermediate,88.42,Advanced
7.54,Advanced,26.29,Beginner,56.13,Intermediate,14.97,Beginner,87.43,Advanced,34.4,Intermediate
75.87,Advanced,93.88,Beginner,18.51,Beginner,18.38,Beginner,64.13,Advanced,3.96,Beginner
79.71,Beginner,71.99,Advanced,58.6,Intermediate,73.76,Advanced,50.03,Intermediate,100,Advanced
27.31,Beginner,46.44,Intermediate,67.45,Advanced,95.22,Advanced,47.9,Intermediate,21.3,Beginner
27.93,Beginner,20.26,Beginner,28.16,Beginner,23.81,Beginner,32.72,Intermediate,4.29,Beginner
3.49,Beginner,14.62,Beginner,14,Beginner,97.68,Advanced,59.04,Intermediate,74.66,Advanced
55.42,Intermediate,47.05,Intermediate,23.07,Beginner,9.01,Beginner,66.82,Advanced,33.85,Intermediate
17.09,Beginner,62.05,Advanced,24.18,Beginner,48.65,Intermediate,4.38,Beginner,68.57,Advanced
55.24,Intermediate,43.18,Intermediate,54.07,Intermediate,79.08,Advanced,96.7,Advanced,21.9,Beginner
61.11,Advanced,77.3,Advanced,100,Advanced,90.48,Advanced,91.76,Advanced,70.04,Advanced
61.23,Advanced,24.17,Beginner,60.97,Advanced,28.34,Beginner,7.58,Beginner,25.5,Beginner
76.41,Advanced,78.59,Advanced,51.31,Intermediate,86.23,Advanced,16.64,Beginner,57.31,Intermediate
20.05,Beginner,84.25,Advanced,0,Beginner,31.99,Intermediate,27.67,Beginner,25.43,Beginner
24.55,Beginner,14.76,Beginner,98.1,Advanced,37.68,Intermediate,79.59,Advanced,56.98,Intermediate
32.85,Intermediate,9.82,Beginner,5.04,Beginner,70.46,Advanced,97.04,Advanced,60.1,Advanced
7.62,Beginner,91.37,Advanced,17.49,Intermediate,32.84,Intermediate,36.4,Intermediate,49.44,Intermediate
9.4,Beginner,27.7,Beginner,78.55,Advanced,12.88,Beginner,29.96,Beginner,45.33,Intermediate
86.23,Advanced,25.17,Beginner,19.02,Beginner,38.8,Intermediate,29.59,Beginner,58.01,Intermediate
37.25,Intermediate,56.26,Intermediate,22.49,Beginner,69.26,Advanced,64.98,Advanced,93.27,Advanced
77.01,Beginner,81.83,Intermediate,56.4,Intermediate,36.3,Intermediate,41.55,Intermediate,43.98,Intermediate
5.87,Beginner,80.87,Advanced,23.39,Beginner,13.28,Beginner,87.92,Advanced,92.61,Advanced
81.09,Advanced,85.12,Advanced,99.67,Advanced,61.53,Advanced,55.96,Intermediate,95.84,Advanced
90.87,Advanced,9.76,Beginner,32.95,Intermediate,16.13,Beginner,100,Advanced,86.93,Advanced
20.19,Beginner,3.38,Beginner,21.42,Beginner,26.18,Beginner,97.55,Advanced,1.1,Beginner
42.99,Intermediate,75.88,Advanced,46.87,Intermediate,52.1,Intermediate,9.97,Beginner,31.13,Advanced
22.26,Beginner,70.41,Advanced,31.69,Intermediate,92.39,Advanced,57.68,Intermediate,18.88,Beginner
68.13,Advanced,60.61,Advanced,19.05,Intermediate,52.6,Intermediate,57.42,Intermediate,72.14,Advanced
59.73,Intermediate,26.1,Beginner,4.97,Beginner,27.88,Beginner,80.43,Beginner,43.16,Intermediate
4.83,Beginner,33.83,Intermediate,34.74,Intermediate,60.53,Advanced,61.55,Advanced,58.77,Advanced
47.05,Intermediate,26.32,Beginner,29.88,Beginner,26.86,Beginner,62.91,Advanced,19.27,Beginner
38.69,Intermediate,59.17,Intermediate,24.16,Beginner,76.94,Advanced,27.85,Advanced,52.37,Intermediate
47.67,Intermediate,19.21,Beginner,30.78,Intermediate,85.63,Advanced,15.25,Beginner,0,Beginner
15.06,Beginner,37.38,Intermediate,56.46,Intermediate,62.84,Advanced,33.36,Intermediate,8.15,Beginner
6.87,Beginner,35.86,Intermediate,36.18,Intermediate,45,Intermediate,0,Beginner,15.88,Beginner
98.8,Advanced,80.71,Intermediate,33.34,Intermediate,30.13,Intermediate,49.43,Intermediate,48.44,Intermediate
48.24,Intermediate,16.77,Beginner,63.46,Advanced,62.98,Advanced,92.3,Advanced,45.58,Intermediate
80.4,Advanced,21.36,Beginner,53.26,Intermediate,27.05,Beginner,15.91,Beginner,39.34,Intermediate
92.71,Advanced,66.73,Advanced,45.55,Intermediate,13.35,Beginner,60.56,Advanced,63.14,Advanced
62.36,Advanced,83.22,Advanced,13.46,Beginner,57.4,Intermediate,69.52,Advanced,57.16,Intermediate
64.38,Advanced,85.35,Advanced,49.27,Intermediate,47.95,Intermediate,38.76,Intermediate,71.54,Advanced
68.02,Advanced,92,Advanced,47.04,Intermediate,29.31,Beginner,33.64,Intermediate,26.79,Beginner
17.6,Beginner,16.22,Beginner,4.58,Beginner,12.59,Beginner,13.45,Beginner,95.37,Advanced
54.89,Intermediate,8.03,Beginner,56.02,Intermediate,46.38,Intermediate,55.5,Intermediate,9.83,Beginner
20.39,Beginner,67.6,Advanced,98.05,Advanced,23.71,Beginner,69.93,Advanced,99.57,Advanced
73.56,Advanced,47.69,Intermediate,15.74,Beginner,96.78,Advanced,80.69,Advanced,58.21,Intermediate
71.69,Advanced,31.92,Intermediate,21.48,Beginner,3.66,Beginner,33.31,Intermediate,26.36,Beginner
33.18,Intermediate,65.86,Intermediate,10.16,Beginner,94.4,Advanced,46.54,Intermediate,85.73,Advanced
22.5,Beginner,48.26,Intermediate,65.85,Advanced,65.86,Advanced,16.37,Beginner,44.1,Intermediate
29.53,Beginner,16.45,Beginner,43.74,Intermediate,55.33,Intermediate,11.49,Beginner,46.15,Intermediate
89.92,Advanced,28.21,Beginner,30.04,Intermediate,39.44,Intermediate,66.32,Beginner,39.48,Intermediate
35.33,Intermediate,19.86,Beginner,100,Advanced,28.88,Beginner,91.02,Advanced,58.4,Intermediate
9.28,Beginner,88.54,Beginner,33.34,Intermediate,4.61,Beginner,43.75,Intermediate,47.26,Intermediate
75.43,Advanced,64.64,Advanced,45.7,Intermediate,91.77,Advanced,72.36,Advanced,75.79,Advanced
28.88,Beginner,23.79,Intermediate,94.48,Advanced,24.42,Beginner,59.07,Intermediate,7.28,Beginner
78.76,Advanced,71.9,Advanced,21.27,Beginner,33.81,Intermediate,30.05,Intermediate,18.28,Beginner
11.77,Beginner,48.84,Intermediate,58.15,Intermediate,25.61,Beginner,0,Beginner,14.47,Beginner
38.75,Intermediate,75.21,Advanced,49.68,Intermediate,59.63,Intermediate,23.02,Beginner,18.64,Beginner
64.05,Advanced,9.19,Advanced,91.87,Advanced,8.14,Beginner,25.97,Beginner,6.47,Beginner
59.47,Intermediate,62.63,Advanced,80.54,Beginner,11.11,Beginner,73.97,Advanced,60.79,Advanced
29.27,Beginner,13.31,Intermediate,48.99,Intermediate,60.98,Advanced,13.23,Beginner,61.71,Intermediate
89.9,Advanced,51.19,Intermediate,98.75,Advanced,62.21,Advanced,36.91,Intermediate,26.18,Beginner
34.95,Intermediate,9.38,Beginner,65.23,Advanced,22.03,Beginner,3.5,Advanced,94.69,Intermediate
21.92,Beginner,44.87,Beginner,66.39,Advanced,32.37,Intermediate,59.09,Intermediate,35.66,Intermediate
6.93,Beginner,56.06,Intermediate,59.61,Intermediate,63.62,Advanced,38.42,Intermediate,39.36,Intermediate
19.15,Beginner,44.81,Intermediate,69.74,Advanced,22.14,Beginner,9.78,Beginner,77.65,Advanced
41.44,Intermediate,53.12,Beginner,55.63,Intermediate,11.42,Beginner,90.67,Advanced,89.11,Advanced
19.63,Beginner,41.7,Intermediate,32.11,Intermediate,60.99,Advanced,99.34,Advanced,24.87,Beginner
48.21,Intermediate,34.56,Intermediate,19.86,Beginner,68.09,Advanced,43.45,Intermediate,61.26,Advanced
64.96,Advanced,54.79,Intermediate,24.56,Beginner,27.91,Beginner,61.12,Advanced,85.58,Intermediate
